2022-06-19/23:23:44		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:23:50		 phising_08012020_120000.csv: File loaded successfully!!
